# Composite modified Lane-Emden RSG profile (cgs)
# Ptot=Pgas+Erad/3; gravity is positive inward and fixed in the pgen
# columns: r_cm rho_g_cm3 ptot_dyn_cm2 T_K pgas_dyn_cm2 erad_erg_cm3 menv_g grav_cm_s2 n_poly kappa_eq_cm2_g
# Mstar_Msun=1.0000000000000000e+01 Rstar_Rsun=5.1000000000000000e+02 mu=6.2000000000000000e-01
# Mcore_g=1.9884700000000002e+33 hsoft_cm=1.7740350000000000e+12
# n_inner=3.0000000000000000e+00 n_outer=1.4500000000000000e+00 transition=6.9999999999999996e-01 transition_width=2.5000000000000001e-02
# luminosity_Lsun=1.0000000000000000e+04 heat_radius_fraction=2.0000000000000001e-01
3.5480700000000000e+05 6.2355776321887629e-05 5.5181139517467947e+09 6.1636321704399749e+05 5.1541363034276953e+09 1.0919329449573028e+09 1.1666533654130141e+13 9.6147338104430845e-05 3.0000000000000000e+00 6.2857093988738640e+01
3.5640663580394251e+05 6.2355776321887629e-05 5.5181139517467947e+09 6.1636321704399749e+05 5.1541363034276953e+09 1.0919329449573028e+09 1.1825040695946799e+13 9.6580815246893011e-05 3.0000000000000000e+00 6.2857093988738328e+01
3.5801348351380939e+05 6.2355776321887520e-05 5.5181139517467747e+09 6.1636321704399632e+05 5.1541363034276772e+09 1.0919329449572945e+09 1.1985701289371027e+13 9.7016246706934281e-05 3.0000000000000000e+00 6.2857093988737994e+01
3.5962757564424345e+05 6.2355776321887398e-05 5.5181139517467747e+09 6.1636321704399725e+05 5.1541363034276743e+09 1.0919329449573011e+09 1.2148544693573086e+13 9.7453641295531737e-05 3.0000000000000000e+00 6.2857093988738569e+01
3.6124894485647889e+05 6.2355776321887290e-05 5.5181139517467556e+09 6.1636321704399632e+05 5.1541363034276581e+09 1.0919329449572945e+09 1.2313600565252170e+13 9.7893007863386570e-05 3.0000000000000000e+00 6.2857093988738335e+01
3.6287762395900209e+05 6.2355776321887290e-05 5.5181139517467556e+09 6.1636321704399632e+05 5.1541363034276581e+09 1.0919329449572945e+09 1.2480898964037422e+13 9.8334355301103057e-05 3.0000000000000000e+00 6.2857093988737958e+01
3.6451364590821520e+05 6.2355776321887182e-05 5.5181139517467356e+09 6.1636321704399539e+05 5.1541363034276409e+09 1.0919329449572878e+09 1.2650470357962299e+13 9.8777692539368415e-05 3.0000000000000000e+00 6.2857093988737923e+01
3.6615704380910343e+05 6.2355776321887073e-05 5.5181139517467356e+09 6.1636321704399609e+05 5.1541363034276381e+09 1.0919329449572928e+09 1.2822345629013375e+13 9.9223028549133633e-05 3.0000000000000000e+00 6.2857093988738008e+01
3.6780785091590468e+05 6.2355776321886965e-05 5.5181139517467165e+09 6.1636321704399516e+05 5.1541363034276218e+09 1.0919329449572861e+09 1.2996556078754484e+13 9.9670372341794928e-05 3.0000000000000000e+00 6.2857093988737802e+01
3.6946610063278256e+05 6.2355776321886856e-05 5.5181139517467165e+09 6.1636321704399609e+05 5.1541363034276209e+09 1.0919329449572928e+09 1.3173133434027322e+13 1.0011973296937605e-04 3.0000000000000000e+00 6.2857093988738185e+01
3.7113182651450211e+05 6.2355776321886856e-05 5.5181139517466965e+09 6.1636321704399423e+05 5.1541363034276056e+09 1.0919329449572797e+09 1.3352109852729438e+13 1.0057111952471162e-04 3.0000000000000000e+00 6.2857093988737681e+01
3.7280506226710911e+05 6.2355776321886734e-05 5.5181139517466965e+09 6.1636321704399516e+05 5.1541363034276028e+09 1.0919329449572861e+09 1.3533517929670793e+13 1.0102454114163087e-04 3.0000000000000000e+00 6.2857093988737915e+01
3.7448584174861183e+05 6.2355776321886626e-05 5.5181139517466774e+09 6.1636321704399423e+05 5.1541363034275856e+09 1.0919329449572797e+09 1.3717390702509840e+13 1.0148000699514273e-04 3.0000000000000000e+00 6.2857093988737716e+01
3.7617419896966632e+05 6.2355776321886518e-05 5.5181139517466774e+09 6.1636321704399516e+05 5.1541363034275837e+09 1.0919329449572861e+09 1.3903761657770281e+13 1.0193752630162129e-04 3.0000000000000000e+00 6.2857093988737844e+01
3.7787016809426458e+05 6.2355776321886409e-05 5.5181139517466574e+09 6.1636321704399399e+05 5.1541363034275665e+09 1.0919329449572780e+09 1.4092664736939562e+13 1.0239710831899234e-04 3.0000000000000000e+00 6.2857093988737596e+01
3.7957378344042576e+05 6.2355776321886301e-05 5.5181139517466574e+09 6.1636321704399469e+05 5.1541363034275637e+09 1.0919329449572828e+09 1.4284134342650215e+13 1.0285876234692075e-04 3.0000000000000000e+00 6.2857093988737802e+01
3.8128507948089082e+05 6.2355776321886301e-05 5.5181139517466383e+09 6.1636321704399306e+05 5.1541363034275494e+09 1.0919329449572713e+09 1.4478205344945217e+13 1.0332249772699868e-04 3.0000000000000000e+00 6.2857093988737176e+01
3.8300409084381984e+05 6.2355776321886192e-05 5.5181139517466183e+09 6.1636321704399190e+05 5.1541363034275303e+09 1.0919329449572630e+09 1.4674913087628418e+13 1.0378832384293450e-04 3.0000000000000000e+00 6.2857093988737063e+01
3.8473085231349285e+05 6.2355776321886070e-05 5.5181139517466183e+09 6.1636321704399306e+05 5.1541363034275293e+09 1.0919329449572713e+09 1.4874293394701309e+13 1.0425625012074273e-04 3.0000000000000000e+00 6.2857093988737319e+01
3.8646539883101376e+05 6.2355776321885962e-05 5.5181139517465982e+09 6.1636321704399190e+05 5.1541363034275112e+09 1.0919329449572630e+09 1.5076382576887199e+13 1.0472628602893476e-04 3.0000000000000000e+00 6.2857093988737020e+01
3.8820776549501717e+05 6.2355776321885853e-05 5.5181139517465982e+09 6.1636321704399283e+05 5.1541363034275103e+09 1.0919329449572697e+09 1.5281217438244043e+13 1.0519844107871044e-04 3.0000000000000000e+00 6.2857093988737027e+01
3.8995798756237887e+05 6.2355776321885745e-05 5.5181139517465792e+09 6.1636321704399190e+05 5.1541363034274940e+09 1.0919329449572630e+09 1.5488835282867141e+13 1.0567272482415065e-04 3.0000000000000000e+00 6.2857093988736999e+01
3.9171610044892906e+05 6.2355776321885637e-05 5.5181139517465792e+09 6.1636321704399260e+05 5.1541363034274902e+09 1.0919329449572680e+09 1.5699273921682861e+13 1.0614914686241043e-04 3.0000000000000000e+00 6.2857093988737191e+01
3.9348213973016897e+05 6.2355776321885515e-05 5.5181139517465591e+09 6.1636321704399167e+05 5.1541363034274721e+09 1.0919329449572616e+09 1.5912571679334680e+13 1.0662771683391331e-04 3.0000000000000000e+00 6.2857093988737034e+01
3.9525614114199101e+05 6.2355776321885515e-05 5.5181139517465401e+09 6.1636321704398980e+05 5.1541363034274559e+09 1.0919329449572482e+09 1.6128767401162824e+13 1.0710844442254634e-04 3.0000000000000000e+00 6.2857093988736096e+01
3.9703814058140159e+05 6.2355776321885406e-05 5.5181139517465401e+09 6.1636321704399073e+05 5.1541363034274549e+09 1.0919329449572549e+09 1.6347900460278666e+13 1.0759133935585614e-04 3.0000000000000000e+00 6.2857093988736544e+01
3.9882817410724756e+05 6.2355776321885298e-05 5.5181139517465200e+09 6.1636321704398980e+05 5.1541363034274397e+09 1.0919329449572482e+09 1.6570010764735273e+13 1.0807641140524558e-04 3.0000000000000000e+00 6.2857093988736395e+01
4.0062627794094593e+05 6.2355776321885189e-05 5.5181139517465010e+09 6.1636321704398887e+05 5.1541363034274225e+09 1.0919329449572415e+09 1.6795138764795400e+13 1.0856367038617157e-04 3.0000000000000000e+00 6.2857093988735855e+01
4.0243248846721690e+05 6.2355776321885081e-05 5.5181139517465010e+09 6.1636321704398957e+05 5.1541363034274197e+09 1.0919329449572465e+09 1.7023325460298201e+13 1.0905312615834373e-04 3.0000000000000000e+00 6.2857093988736310e+01
4.0424684223481984e+05 6.2355776321884973e-05 5.5181139517464809e+09 6.1636321704398864e+05 5.1541363034274025e+09 1.0919329449572401e+09 1.7254612408126012e+13 1.0954478862592386e-04 3.0000000000000000e+00 6.2857093988735926e+01
4.0606937595729309e+05 6.2355776321884851e-05 5.5181139517464809e+09 6.1636321704398957e+05 5.1541363034274006e+09 1.0919329449572465e+09 1.7489041729772631e+13 1.1003866773772628e-04 3.0000000000000000e+00 6.2857093988736274e+01
4.0790012651369680e+05 6.2355776321884742e-05 5.5181139517464619e+09 6.1636321704398864e+05 5.1541363034273834e+09 1.0919329449572401e+09 1.7726656119014383e+13 1.1053477348741935e-04 3.0000000000000000e+00 6.2857093988736068e+01
4.0973913094935915e+05 6.2355776321884634e-05 5.5181139517464418e+09 6.1636321704398748e+05 5.1541363034273653e+09 1.0919329449572318e+09 1.7967498849685426e+13 1.1103311591372749e-04 3.0000000000000000e+00 6.2857093988735613e+01
4.1158642647662596e+05 6.2355776321884525e-05 5.5181139517464418e+09 6.1636321704398841e+05 5.1541363034273634e+09 1.0919329449572384e+09 1.8211613783558680e+13 1.1153370510063431e-04 3.0000000000000000e+00 6.2857093988736018e+01
4.1344205047561362e+05 6.2355776321884417e-05 5.5181139517464218e+09 6.1636321704398748e+05 5.1541363034273472e+09 1.0919329449572318e+09 1.8459045378333836e+13 1.1203655117758683e-04 3.0000000000000000e+00 6.2857093988735606e+01
4.1530604049496568e+05 6.2355776321884309e-05 5.5181139517464027e+09 6.1636321704398654e+05 5.1541363034273300e+09 1.0919329449572251e+09 1.8709838695733941e+13 1.1254166431970028e-04 3.0000000000000000e+00 6.2857093988735166e+01
4.1717843425261253e+05 6.2355776321884187e-05 5.5181139517464027e+09 6.1636321704398748e+05 5.1541363034273281e+09 1.0919329449572318e+09 1.8964039409711902e+13 1.1304905474796416e-04 3.0000000000000000e+00 6.2857093988735684e+01
4.1905926963653456e+05 6.2355776321884078e-05 5.5181139517463827e+09 6.1636321704398631e+05 5.1541363034273090e+09 1.0919329449572234e+09 1.9221693814768543e+13 1.1355873272944887e-04 3.0000000000000000e+00 6.2857093988735159e+01
4.2094858470552886e+05 6.2355776321883970e-05 5.5181139517463636e+09 6.1636321704398538e+05 5.1541363034272919e+09 1.0919329449572170e+09 1.9482848834383652e+13 1.1407070857751362e-04 3.0000000000000000e+00 6.2857093988734931e+01
